gribs/ruc2anl_130_20070428_1800_000.grb2,121,125
gribs/ruc2anl_130_20070716_1800_000.grb2,121,125
gribs/ruc2anl_130_20070901_1800_000.grb2,121,125
gribs/ruc2anl_130_20080625_1800_000.grb2,121,125
gribs/ruc2anl_130_20080911_1800_000.grb2,121,125
gribs/ruc2anl_130_20090719_1800_000.grb2,121,125
gribs/ruc2anl_130_20100724_1800_000.grb2,121,125
gribs/ruc2anl_130_20100728_1800_000.grb2,121,125
gribs/ruc2anl_130_20101002_1800_000.grb2,121,125
gribs/ruc2anl_130_20101015_1800_000.grb2,121,125
gribs/ruc2anl_130_20110703_1800_000.grb2,121,125
gribs/ruc2anl_130_20110705_1800_000.grb2,121,125
gribs/ruc2anl_130_20110709_1800_000.grb2,121,125
gribs/ruc2anl_130_20110718_1800_000.grb2,121,125
gribs/ruc2anl_130_20110731_1800_000.grb2,121,125
gribs/ruc2anl_130_20110818_1800_000.grb2,121,125
gribs/ruc2anl_130_20110826_1800_000.grb2,121,125
gribs/ruc2anl_130_20110911_1800_000.grb2,121,125
gribs/ruc2anl_130_20120227_1800_000.grb2,121,125
