-108.793128,35.607069,2003.06.25
-110.886339,32.422475,2003.07.05
-110.347686,36.506489,2003.09.06
-110.366247,35.514947,2003.09.06
-110.400678,36.165300,2003.09.07
-109.546294,35.340225,2003.09.07
-111.518731,34.546150,2003.09.23
-111.250519,36.157983,2003.10.25
-110.639086,35.087244,2003.10.25
-108.992669,36.533011,2003.10.25
-108.567642,35.961603,2003.10.25
-111.021856,35.292139,2003.10.30
-111.371881,35.999283,2003.10.30
-113.118839,36.374117,2003.10.30
-108.746742,30.702642,2003.11.22
-108.816433,32.298789,2003.11.22
-106.995436,31.197081,2003.11.23
-107.168944,31.521283,2003.11.26
-107.215797,31.454219,2003.11.27
-108.116075,31.202672,2003.12.08
-107.693261,29.733472,2003.12.08
-107.764044,30.429603,2003.12.08
-107.147908,29.346292,2003.12.08
-107.805833,29.487489,2003.12.12
-108.299217,29.601933,2003.12.15
-107.734322,31.615358,2003.12.15
-106.382422,30.109908,2003.12.15
-111.571589,36.204294,2003.12.16
-107.997297,34.774189,2003.12.22
-108.603689,30.942956,2003.12.26
-108.047783,31.144519,2003.12.26
-107.995703,30.465736,2003.12.26
-107.661478,29.480661,2003.12.26
-108.614050,30.942053,2004.01.03
-111.278408,35.155106,2004.01.04
-107.056328,31.429292,2004.01.25
-102.004114,32.013339,2004.01.26
-107.689006,29.442025,2004.01.31
-111.457164,36.189786,2004.02.01
-108.802514,36.630892,2004.02.01
-106.139406,33.660544,2004.02.04
-107.622508,31.423842,2004.02.05
-108.586931,31.090133,2004.02.19
-108.013028,30.427886,2004.02.19
-107.845067,29.466111,2004.02.19
-103.173489,30.911225,2004.02.20
-107.693261,29.733472,2004.02.21
-107.129153,30.404722,2004.02.22
-106.165847,29.513394,2004.02.22
-107.752119,30.293892,2004.02.28
-111.497369,36.376158,2004.02.29
-111.477892,36.251100,2004.03.01
-106.786478,29.855097,2004.03.03
-106.361144,29.373297,2004.03.04
-105.530975,30.689294,2004.03.05
-105.318375,30.264206,2004.03.05
-104.766164,29.400219,2004.03.05
-109.851964,33.048361,2004.03.06
-107.579189,31.527233,2004.03.09
-109.522889,33.080067,2004.03.10
-103.986117,38.010686,2004.04.18
-107.294211,31.512169,2004.04.19
-107.361822,31.443506,2004.04.20
-109.923933,32.313247,2004.04.22
-108.605417,31.170486,2004.04.22
-106.982881,30.651919,2004.04.22
-109.952258,32.283117,2004.04.23
-108.047519,31.253775,2004.04.23
-107.708567,30.743614,2004.04.28
-109.931178,32.640206,2004.04.29
-108.639303,31.194856,2004.04.29
-107.973994,29.647200,2004.04.29
-109.556367,32.540172,2004.04.30
-108.315317,31.204364,2004.04.30
-106.473514,30.650219,2004.04.30
-108.008819,29.343375,2004.04.30
-113.452378,37.987958,2004.05.10
-108.116925,31.211706,2004.05.11
-107.926844,31.309003,2004.05.12
-105.106778,31.948294,2004.05.13
-107.310444,31.456397,2004.05.21
-105.706147,34.673972,2004.05.21
-107.353722,31.471397,2004.05.22
-107.356836,31.507553,2004.05.23
-107.560750,31.437661,2004.05.24
-105.336656,33.887358,2004.05.24
-104.920492,33.609222,2004.05.25
-107.555964,31.383433,2004.05.27
-107.695481,31.418214,2004.05.28
-107.502272,31.369308,2004.05.29
-107.017714,31.213703,2004.05.29
-107.364156,31.470625,2004.05.30
-108.014097,31.119939,2004.05.30
-107.011719,30.622564,2004.05.30
-109.248611,31.786431,2004.06.09
-109.271633,31.028350,2004.06.09
-108.616989,30.231053,2004.06.09
-110.013461,32.613811,2004.06.09
-107.408236,31.494639,2004.06.10
-108.427886,31.176642,2004.06.10
-107.318186,31.546792,2004.06.11
-107.477044,31.680508,2004.06.12
-107.075792,31.664372,2004.06.13
-109.919858,32.368272,2004.06.16
-108.512444,32.234183,2004.06.17
-108.537375,31.012456,2006.01.19
-107.390769,30.185039,2006.01.19
-109.795569,32.307708,2006.01.19
-110.765283,33.209525,2006.01.19
-108.400942,31.115194,2006.03.12
-107.280178,30.475642,2006.03.12
-107.927386,32.327753,2006.04.05
-107.419228,30.647406,2006.04.05
-107.582808,32.272653,2006.04.06
-104.852381,36.510064,2006.04.15
-107.698253,31.681833,2006.04.15
-105.413231,34.535883,2006.04.15
-103.082047,33.274000,2006.04.15
-107.513214,31.732356,2006.04.17
-111.756717,36.801433,2006.04.17
-111.380942,35.471075,2006.04.17
-109.797600,31.415050,2006.04.27
-109.529633,31.841861,2006.04.27
-108.958447,31.539869,2006.04.27
-108.640178,30.994422,2006.04.27
-108.231386,30.983747,2006.04.27
-107.205758,29.816086,2006.04.27
-106.677206,28.932747,2006.04.27
-106.373064,28.661208,2006.04.28
-108.008433,31.284247,2006.05.04
-108.148850,31.327422,2006.05.09
-108.017156,31.265339,2006.05.22
-102.622028,34.247303,2006.09.21
-110.639986,40.277322,2006.11.14
-111.575958,38.138692,2006.11.14
-111.559758,36.914389,2006.11.14
-102.498492,33.063503,2006.11.15
-108.154967,31.281408,2006.11.29
-111.368500,37.425894,2007.01.21
-99.225719,30.977197,2007.02.01
-106.203314,29.611264,2007.02.23
-107.568897,31.173153,2007.02.23
-105.982028,30.754003,2007.02.23
-107.030983,31.503853,2007.02.27
-102.570097,32.626436,2007.02.27
-108.406928,31.069156,2007.02.28
-102.706228,33.221317,2007.02.28
-102.823911,33.227158,2007.03.01
-111.018078,37.000403,2007.03.27
-109.139167,36.538350,2007.03.27
-107.891094,31.148019,2007.03.28
-106.435581,30.416033,2007.03.28
-106.481158,30.331106,2007.04.10
-108.052847,31.198728,2007.04.12
-106.432281,30.370728,2007.04.12
-112.524853,31.801397,2007.04.12
-108.650994,30.893283,2007.04.13
-106.424858,30.553278,2007.04.15
-108.638394,31.185828,2007.04.16
-106.395639,29.717353,2007.04.16
-106.139750,28.667089,2007.04.16
-107.007308,31.214439,2007.04.21
-106.389922,30.500931,2007.04.21
-108.346503,31.201742,2007.04.21
-107.003439,31.423939,2007.04.24
-107.573944,30.872389,2007.05.05
-109.951414,35.056514,2007.06.06
-112.201183,36.886519,2007.10.17
-105.385339,33.649039,2007.10.17
-111.313444,37.005050,2007.12.21
-111.979700,36.712319,2007.12.21
-107.235939,31.070622,2007.12.25
-106.458178,30.724033,2007.12.25
-106.024144,29.695331,2007.12.27
-106.516669,30.811197,2008.01.06
-107.822453,31.198972,2008.01.07
-107.096483,30.898700,2008.01.07
-102.569817,32.617375,2008.02.23
-102.756867,32.503561,2008.02.25
-108.215719,31.148942,2008.03.02
-107.367358,29.776736,2008.03.05
-106.398097,29.316192,2008.03.05
-106.175908,29.056983,2008.03.05
-105.564728,35.587453,2008.03.13
-108.508336,31.142450,2008.03.14
-106.430506,33.125203,2008.03.14
-106.611056,29.429647,2008.03.14
-102.904744,33.397086,2008.03.14
-102.353078,32.450344,2008.03.14
-106.236300,28.743050,2008.03.16
-107.849839,29.757522,2008.03.16
-108.450442,31.192933,2008.04.09
-108.029528,31.173311,2008.04.09
-106.518481,30.556239,2008.04.09
-106.357267,29.610508,2008.04.09
-108.110861,32.467608,2008.04.10
-106.319183,30.814914,2008.04.10
-105.664692,34.703461,2008.04.10
-102.995967,33.258461,2008.04.10
-111.221325,36.261100,2008.04.15
-109.980472,36.034278,2008.04.15
-108.813175,35.968139,2008.04.15
-108.091681,31.277489,2008.04.16
-107.148233,31.650103,2008.04.20
-107.120650,31.697550,2008.04.23
-102.829283,32.764589,2008.04.24
-108.048367,31.262808,2008.04.30
-108.755994,35.764425,2008.04.30
-111.534331,36.181194,2008.04.30
-111.001164,35.148928,2008.04.30
-107.955939,31.170142,2008.05.01
-107.951039,32.353150,2008.05.01
-106.780497,32.829853,2008.05.01
-102.415094,30.541769,2008.05.01
-103.021131,33.647428,2008.05.01
-102.614261,33.350636,2008.05.01
-108.488453,31.153261,2008.05.06
-108.633869,31.140692,2008.05.12
-106.666856,33.137078,2008.05.12
-108.446897,31.156814,2008.05.13
-109.992450,32.351936,2008.05.21
-108.365536,31.181928,2008.05.21
-107.853322,32.442683,2008.05.21
-104.321311,29.293344,2008.05.22
-107.815919,31.472503,2008.05.22
-107.971839,31.341803,2008.05.23
-108.662306,31.110889,2008.06.04
-107.849742,32.179317,2008.06.05
-106.602539,29.594283,2008.12.08
-106.733464,30.787567,2008.12.08
-105.769764,30.530047,2008.12.08
-103.892119,32.547606,2008.12.14
-104.308122,29.230153,2009.02.10
-106.106414,29.544456,2009.02.10
-112.724922,38.742225,2009.03.04
-109.152353,34.631772,2009.03.05
-105.544219,35.153922,2009.03.07
-111.363564,36.963258,2009.03.22
-110.730694,35.032231,2009.03.22
-108.717864,31.142439,2009.03.26
-111.799239,36.714819,2009.03.29
-110.956350,35.144647,2009.03.29
-103.969644,32.617158,2009.03.30
-102.947517,33.395847,2009.03.30
-104.785808,32.045931,2009.03.31
-111.213128,39.665928,2009.04.01
-110.554081,34.950653,2009.04.03
-111.572836,36.140531,2009.04.03
-106.427917,34.567650,2009.04.04
-102.490283,32.084089,2009.04.04
-102.872594,32.482169,2009.04.04
-108.742447,35.647667,2009.04.08
-111.009917,34.902528,2009.04.08
-111.123011,35.226664,2009.04.08
-109.702522,36.469053,2009.04.08
-102.669183,33.068194,2009.04.09
-102.830414,34.024364,2009.04.09
-104.796322,32.045428,2009.04.12
-110.938419,35.019303,2009.04.15
-111.667536,36.029875,2009.04.25
-110.764111,34.956006,2009.04.25
-105.517203,34.312822,2009.04.26
-105.264678,33.283536,2009.04.26
-111.505347,36.138986,2009.09.30
-111.031981,35.209242,2009.09.30
-110.923125,34.911850,2009.09.30
-110.791069,35.225825,2009.10.04
-111.265386,35.738333,2009.10.05
-110.017522,35.140889,2009.10.05
-105.306442,32.773231,2009.10.27
-104.592103,28.989403,2010.02.28
-104.784719,30.901022,2010.03.07
-103.245111,30.035889,2010.03.07
-102.723739,29.469236,2010.03.07
-101.319236,29.889525,2010.03.08
-102.709239,33.311881,2010.03.10
-109.691450,32.235942,2010.03.26
-107.901861,31.493000,2010.03.26
-107.694361,31.054267,2010.03.26
-107.250608,30.368536,2010.03.26
-110.994878,35.258681,2010.03.31
-110.669461,34.829597,2010.03.31
-108.052003,31.189692,2010.04.01
-107.803453,30.872750,2010.04.01
-107.396269,30.002400,2010.04.01
-111.538919,36.925789,2010.04.05
-110.983108,34.714481,2010.04.05
-110.718572,35.024414,2010.04.12
-108.505975,31.224603,2010.04.22
-104.319164,29.247889,2010.04.22
-104.636325,29.260692,2010.04.23
-108.553075,36.126003,2010.04.24
-111.563050,36.650539,2010.04.28
-110.719825,35.033372,2010.04.28
-108.293247,31.734106,2010.04.29
-104.378544,30.683403,2010.04.29
-108.450239,32.248558,2010.04.29
-110.560614,35.476975,2010.05.05
-108.828017,36.093828,2010.05.05
-110.996169,35.267631,2010.05.06
-111.480422,36.914094,2010.05.09
-110.647472,35.068197,2010.05.09
-102.684536,36.371667,2010.05.10
-104.506414,32.340367,2010.05.10
-103.363319,34.379481,2010.05.10
-111.326214,36.213314,2010.05.11
-110.698250,34.481125,2010.05.11
-108.708164,36.212789,2010.05.11
-105.741075,35.731692,2010.05.11
-110.949544,35.481656,2010.05.21
-108.618600,35.921092,2010.05.21
-105.848481,35.834297,2010.05.21
-111.016917,34.874497,2010.05.22
-108.656764,35.382794,2010.05.22
-105.709017,35.452797,2010.05.22
-111.031747,35.436500,2010.05.23
-108.454003,35.544794,2010.05.23
-105.568444,35.487661,2010.05.23
-110.916661,35.176156,2010.10.07
-109.524844,31.423394,2010.10.07
-108.029247,31.282564,2010.11.28
-107.990811,31.094508,2010.12.30
-109.328481,32.316000,2011.02.08
-108.058175,31.143675,2011.02.08
-107.679933,30.891525,2011.02.08
-102.901233,32.998314,2011.02.24
-107.129328,31.424078,2011.02.27
-105.526678,28.776794,2011.02.27
-114.490508,32.383894,2011.03.07
-109.740992,32.567878,2011.03.07
-107.952103,32.253056,2011.03.07
-107.761694,31.221953,2011.03.07
-108.284969,31.106753,2011.03.21
-106.984831,30.806531,2011.03.21
-110.904564,31.992261,2011.04.03
-110.332528,30.959619,2011.04.03
-106.490842,30.603572,2011.04.04
-103.046169,32.885222,2011.04.06
-102.623194,33.296022,2011.04.07
-107.997186,31.276053,2011.04.09
-107.511222,30.385442,2011.04.09
-106.018811,28.838828,2011.04.09
-107.859258,31.714733,2011.04.14
-107.326408,31.764467,2011.04.15
-107.623525,31.787639,2011.04.18
-107.119892,31.688508,2011.04.20
-107.418392,31.248231,2011.04.24
-102.824225,33.236217,2011.04.25
-107.635261,32.150478,2011.04.26
-106.742419,30.768753,2011.04.26
-111.310822,36.405806,2011.04.26
-107.286858,31.549092,2011.04.29
-107.245558,31.433861,2011.04.30
-103.263064,32.179847,2011.05.01
-101.759747,31.391539,2011.05.01
-107.879400,31.249075,2011.05.19
-107.181667,31.547653,2011.05.20
-106.701194,31.044550,2011.05.20
-110.629592,35.415344,2011.05.28
-107.849839,31.269622,2011.05.29
-110.434350,35.526219,2011.05.29
-108.329186,36.316481,2011.05.29
-109.298311,34.019075,2011.06.04
-111.064994,36.713922,2011.10.05
-111.011722,35.375031,2011.10.05
-105.716469,30.187281,2011.11.05
-106.339903,30.813589,2011.11.05
-108.142139,31.145911,2011.11.05
-109.889039,36.269953,2011.11.05
-109.828819,34.786806,2011.11.05
-108.076183,31.224136,2011.11.07
-106.200011,30.895244,2011.11.21
-110.015314,36.375783,2011.11.21
-102.444733,34.459953,2011.11.26
-103.138103,30.794189,2011.11.26
-103.638386,31.585800,2012.01.21
-102.854294,28.736783,2012.01.21
-102.777744,32.176347,2012.01.21
-102.876508,34.403428,2012.01.21
-102.822022,32.238631,2012.02.15
-102.757131,33.147419,2012.02.15
-102.777975,33.445964,2012.02.22
-102.722133,33.057711,2012.02.25
-107.022147,32.159089,2012.03.02
-107.003308,31.805889,2012.03.06
-108.044986,31.226675,2012.03.07
-106.797692,30.273339,2012.03.07
-107.773186,30.884239,2012.03.07
-106.290139,29.678622,2012.03.07
-107.528672,32.494881,2012.03.07
-107.755367,31.267953,2012.03.17
-109.505667,36.768433,2012.03.26
-108.867619,36.425917,2012.03.26
-106.778600,31.630500,2012.03.26
-107.010808,31.641692,2012.03.31
-107.672203,31.392717,2012.04.01
-111.032567,35.518206,2012.04.01
-107.469108,31.590147,2012.04.02
-106.035964,37.732497,2012.04.06
-107.449975,31.491519,2012.04.11
-110.965122,35.589042,2012.04.11
-108.084883,31.205222,2012.04.14
-107.985742,30.812661,2012.04.14
-107.577097,29.943047,2012.04.14
-107.774444,32.167019,2012.04.14
-102.658625,32.742039,2012.04.15
-107.359953,31.543708,2012.04.19
-107.906856,31.319700,2012.04.26
-103.240617,34.030233,2012.04.27
-103.795508,33.213436,2012.04.27
-107.059311,31.465461,2012.05.02
-106.897356,30.885481,2012.05.02
-107.072036,31.619169,2012.05.05
-105.404553,30.659900,2012.05.10
-107.900606,31.365703,2012.05.18
-110.193044,34.551153,2012.05.18
-111.235081,36.277778,2012.05.18
-107.459453,31.599967,2012.05.18
-107.554278,31.601906,2012.05.20
-107.537383,31.648669,2012.05.22
-108.904689,33.118497,2012.05.22
-111.597436,36.937450,2012.05.22
-107.570353,31.546103,2012.05.23
-108.813192,33.362853,2012.05.23
-108.785106,36.296953,2012.05.23
-108.697933,35.742133,2012.05.23
-107.004644,30.923447,2012.05.23
-107.921011,31.245758,2012.05.24
-108.081275,31.278339,2012.05.25
-108.764619,33.212592,2012.05.25
-110.994842,35.640389,2012.05.25
-109.447300,35.875750,2012.05.25
-108.729400,35.630633,2012.05.25
-111.014322,35.392928,2012.05.26
-110.005211,36.549169,2012.05.26
-108.818467,36.013031,2012.05.26
-108.853525,33.631922,2012.05.26
-108.202681,31.231956,2012.05.26
-107.012333,31.532453,2012.05.27
